Time,precip_mm_ERA5_12km,JUNEAU AIRPORT,month
1978-12-12,7.500,10.160,Dec
1978-12-13,12.461,11.176,Dec
1978-12-14,12.848,5.842,Dec
1978-12-15,1.403,3.556,Dec
1978-12-16,0.260,0.254,Dec
1978-12-17,0.000,0.000,Dec
1978-12-18,15.103,4.826,Dec
1978-12-19,21.652,6.858,Dec
1978-12-20,14.172,4.318,Dec
1978-12-21,1.094,0.508,Dec
1978-12-22,3.274,1.016,Dec
1978-12-23,8.488,4.572,Dec
1978-12-24,0.299,0.762,Dec
1978-12-25,0.337,1.778,Dec
1978-12-26,0.002,0.000,Dec
1978-12-27,0.001,0.000,Dec
1978-12-28,0.007,0.000,Dec
1978-12-29,0.223,0.254,Dec
1978-12-30,0.006,0.254,Dec
1978-12-31,0.001,0.000,Dec
1979-01-01,0.114,1.270,Jan
1979-01-02,0.066,0.254,Jan
1979-01-03,0.000,0.000,Jan
1979-01-04,0.000,0.000,Jan
1979-01-05,0.000,0.000,Jan
1979-01-06,0.000,0.000,Jan
1979-01-07,0.000,0.000,Jan
1979-01-08,0.000,0.000,Jan
1979-01-09,0.000,0.000,Jan
1979-01-10,0.000,0.000,Jan
1979-01-11,0.000,0.000,Jan
1979-01-12,0.000,0.000,Jan
1979-01-13,0.000,0.000,Jan
1979-01-14,0.011,0.254,Jan
1979-01-15,10.809,6.096,Jan
1979-01-16,13.319,20.574,Jan
1979-01-17,8.621,0.254,Jan
1979-01-18,14.091,5.334,Jan
1979-01-19,7.642,0.254,Jan
1979-01-20,2.993,0.000,Jan
1979-01-21,3.267,1.524,Jan
1979-01-22,5.596,1.270,Jan
1979-01-23,0.162,3.302,Jan
1979-01-24,0.268,5.588,Jan
1979-01-25,21.066,5.080,Jan
1979-01-26,10.973,4.064,Jan
1979-01-27,1.192,0.254,Jan
1979-01-28,4.801,0.762,Jan
1979-01-29,0.030,0.254,Jan
1979-01-30,0.000,0.000,Jan
1979-01-31,0.024,0.000,Jan
1979-02-01,1.023,0.254,Feb
1979-02-02,5.497,1.524,Feb
1979-02-03,2.758,2.032,Feb
1979-02-04,22.399,5.588,Feb
1979-02-05,4.012,2.794,Feb
1979-02-06,3.097,4.318,Feb
1979-02-07,0.837,0.508,Feb
1979-02-08,0.138,0.254,Feb
1979-02-09,0.191,0.508,Feb
1979-02-10,0.083,0.000,Feb
1979-02-11,0.003,0.000,Feb
1979-02-12,0.004,0.000,Feb
1979-02-13,0.018,0.000,Feb
1979-02-14,2.039,0.762,Feb
1979-02-15,3.755,4.318,Feb
1979-02-16,0.206,0.254,Feb
1979-02-17,0.001,0.000,Feb
1979-02-18,1.259,0.254,Feb
1979-02-19,0.791,0.254,Feb
1979-02-20,0.004,0.000,Feb
1979-02-21,0.000,0.000,Feb
1979-02-22,0.000,0.000,Feb
1979-02-23,0.000,0.000,Feb
1979-02-24,0.000,0.000,Feb
1979-02-25,0.003,0.000,Feb
1979-02-26,0.000,0.000,Feb
1979-02-27,0.193,0.254,Feb
1979-02-28,2.086,0.508,Feb
1979-03-01,4.185,2.540,Mar
1979-03-02,15.822,9.144,Mar
1979-03-03,24.020,6.096,Mar
1979-03-04,14.381,10.160,Mar
1979-03-05,29.142,5.334,Mar
1979-03-06,7.985,5.334,Mar
1979-03-07,26.990,7.366,Mar
1979-03-08,7.859,3.048,Mar
1979-03-09,34.422,20.066,Mar
1979-03-10,0.044,0.254,Mar
1979-03-11,10.280,3.556,Mar
1979-03-12,19.185,7.112,Mar
1979-03-13,6.254,2.540,Mar
1979-03-14,1.177,3.048,Mar
1979-03-15,3.473,0.000,Mar
1979-03-16,4.238,1.016,Mar
1979-03-17,4.477,0.254,Mar
1979-03-18,0.884,0.254,Mar
1979-03-19,4.581,1.016,Mar
1979-03-20,14.737,4.318,Mar
1979-03-21,0.006,0.254,Mar
1979-03-22,0.142,0.000,Mar
1979-03-23,1.636,8.636,Mar
1979-03-24,0.036,0.000,Mar
1979-03-25,0.001,0.000,Mar
1979-03-26,0.000,0.000,Mar
1979-03-27,2.132,0.762,Mar
1979-03-28,0.158,0.254,Mar
1979-03-29,0.005,0.000,Mar
1979-03-30,0.000,0.000,Mar
1979-03-31,0.000,0.000,Mar
1979-04-01,0.001,0.254,Apr
1979-04-02,0.002,0.254,Apr
1979-04-03,0.011,0.508,Apr
1979-04-04,3.664,2.540,Apr
1979-04-05,12.976,11.430,Apr
1979-04-06,2.613,2.794,Apr
1979-04-07,8.503,5.842,Apr
1979-04-08,1.744,0.762,Apr
1979-04-09,0.014,1.016,Apr
1979-04-10,0.000,0.254,Apr
1979-04-11,0.000,0.000,Apr
1979-04-12,0.000,0.000,Apr
1979-04-13,0.000,0.000,Apr
1979-04-14,0.062,0.000,Apr
1979-04-15,0.004,0.000,Apr
1979-04-16,0.002,0.000,Apr
1979-04-17,0.000,0.000,Apr
1979-04-18,0.000,0.000,Apr
1979-04-19,0.000,0.000,Apr
1979-04-20,0.000,0.000,Apr
1979-04-21,0.000,0.000,Apr
1979-04-22,0.000,0.000,Apr
1979-04-23,0.000,0.000,Apr
1979-04-24,0.000,0.000,Apr
1979-04-25,0.000,0.000,Apr
1979-04-26,0.000,0.000,Apr
1979-04-27,0.000,0.000,Apr
1979-04-28,0.000,0.000,Apr
1979-04-29,0.000,0.000,Apr
1979-04-30,0.000,0.000,Apr
1979-05-01,0.001,0.000,May
1979-05-02,0.842,0.254,May
1979-05-03,2.960,0.254,May
1979-05-04,1.333,2.286,May
1979-05-05,0.031,1.524,May
1979-05-06,0.773,0.508,May
1979-05-07,1.400,1.778,May
1979-05-08,5.129,1.016,May
1979-05-09,0.473,0.254,May
1979-05-10,17.722,2.794,May
1979-05-11,20.196,4.572,May
1979-05-12,0.014,1.524,May
1979-05-13,3.892,0.762,May
1979-05-14,0.018,0.000,May
1979-05-15,0.000,0.000,May
1979-05-16,2.612,5.080,May
1979-05-17,8.614,5.842,May
1979-05-18,3.500,2.794,May
1979-05-19,4.738,2.032,May
1979-05-20,0.080,0.508,May
1979-05-21,0.033,1.270,May
1979-05-22,9.347,3.810,May
1979-05-23,10.865,7.366,May
1979-05-24,6.357,2.794,May
1979-05-25,5.400,2.540,May
1979-05-26,4.757,2.540,May
1979-05-27,9.050,1.778,May
1979-05-28,0.090,0.254,May
1979-05-29,0.132,1.016,May
1979-05-30,0.347,0.254,May
1979-05-31,3.180,5.842,May
1979-06-01,6.801,13.716,Jun
1979-06-02,9.879,5.842,Jun
1979-06-03,2.839,2.794,Jun
1979-06-04,3.226,3.556,Jun
1979-06-05,8.194,5.334,Jun
1979-06-06,1.826,4.826,Jun
1979-06-07,0.054,0.508,Jun
1979-06-08,0.242,0.254,Jun
1979-06-09,1.753,1.778,Jun
1979-06-10,0.000,0.000,Jun
1979-06-11,0.004,0.000,Jun
1979-06-12,2.894,0.508,Jun
1979-06-13,0.420,0.762,Jun
1979-06-14,7.237,3.302,Jun
1979-06-15,0.057,0.000,Jun
1979-06-16,0.000,0.000,Jun
1979-06-17,0.320,5.334,Jun
1979-06-18,0.379,3.556,Jun
1979-06-19,0.000,0.254,Jun
1979-06-20,0.774,0.000,Jun
1979-06-21,0.124,0.254,Jun
1979-06-22,0.517,0.254,Jun
1979-06-23,0.000,0.254,Jun
1979-06-24,0.027,2.032,Jun
1979-06-25,0.076,0.254,Jun
1979-06-26,0.002,0.000,Jun
1979-06-27,0.037,0.762,Jun
1979-06-28,28.495,9.144,Jun
1979-06-29,18.663,5.334,Jun
1979-06-30,13.169,0.000,Jun
1979-07-01,0.341,0.254,Jul
1979-07-02,0.687,0.254,Jul
1979-07-03,17.347,4.572,Jul
1979-07-04,4.294,6.350,Jul
1979-07-05,0.019,0.000,Jul
1979-07-06,37.061,13.462,Jul
1979-07-07,15.503,6.604,Jul
1979-07-08,0.154,0.000,Jul
1979-07-09,5.948,0.254,Jul
1979-07-10,3.386,1.270,Jul
1979-07-11,0.035,5.080,Jul
1979-07-12,0.066,0.254,Jul
1979-07-13,6.808,3.810,Jul
1979-07-14,14.846,2.032,Jul
1979-07-15,0.008,0.508,Jul
1979-07-16,4.519,20.574,Jul
1979-07-17,34.679,12.446,Jul
1979-07-18,0.829,4.064,Jul
1979-07-19,14.665,21.590,Jul
1979-07-20,21.484,19.050,Jul
1979-07-21,23.163,1.270,Jul
1979-07-22,2.420,4.064,Jul
1979-07-23,7.997,0.254,Jul
1979-07-24,0.000,0.000,Jul
1979-07-25,0.000,0.000,Jul
1979-07-26,0.040,0.000,Jul
1979-07-27,0.002,0.000,Jul
1979-07-28,0.001,0.000,Jul
1979-07-29,0.000,0.000,Jul
1979-07-30,4.536,0.254,Jul
1979-07-31,7.015,11.176,Jul
1979-08-01,7.297,2.794,Aug
1979-08-02,2.322,0.254,Aug
1979-08-03,0.003,0.000,Aug
1979-08-04,0.008,0.000,Aug
1979-08-05,0.001,0.254,Aug
1979-08-06,0.301,1.524,Aug
1979-08-07,0.013,0.254,Aug
1979-08-08,0.000,0.254,Aug
1979-08-09,0.000,0.000,Aug
1979-08-10,0.000,0.000,Aug
1979-08-11,0.000,0.000,Aug
1979-08-12,0.000,0.000,Aug
1979-08-13,0.001,0.000,Aug
1979-08-14,0.000,0.000,Aug
1979-08-15,0.020,0.000,Aug
1979-08-16,0.017,0.254,Aug
1979-08-17,0.020,0.254,Aug
1979-08-18,0.001,1.270,Aug
1979-08-19,0.000,0.000,Aug
1979-08-20,0.004,0.000,Aug
1979-08-21,2.678,0.254,Aug
1979-08-22,0.032,0.000,Aug
1979-08-23,0.000,0.000,Aug
1979-08-24,0.000,0.000,Aug
1979-08-25,0.000,0.000,Aug
1979-08-26,0.002,0.000,Aug
1979-08-27,0.374,0.254,Aug
1979-08-28,0.155,0.254,Aug
1979-08-29,0.000,0.000,Aug
1979-08-30,2.738,8.636,Aug
1979-08-31,6.374,0.254,Aug
1979-09-01,5.661,2.540,Sep
1979-09-02,15.183,3.302,Sep
1979-09-03,0.181,2.032,Sep
1979-09-04,1.910,0.254,Sep
1979-09-05,5.726,7.112,Sep
1979-09-06,2.483,2.032,Sep
1979-09-07,0.067,0.000,Sep
1979-09-08,0.097,0.000,Sep
1979-09-09,0.005,0.254,Sep
1979-09-10,3.760,5.588,Sep
1979-09-11,10.127,12.446,Sep
1979-09-12,28.402,20.320,Sep
1979-09-13,26.585,7.874,Sep
1979-09-14,5.985,9.652,Sep
1979-09-15,1.922,0.254,Sep
1979-09-16,8.217,0.254,Sep
1979-09-17,13.911,2.032,Sep
1979-09-18,0.270,0.000,Sep
1979-09-19,0.000,0.000,Sep
1979-09-20,0.000,0.000,Sep
1979-09-21,1.339,2.794,Sep
1979-09-22,0.014,3.048,Sep
1979-09-23,7.428,9.398,Sep
1979-09-24,3.205,0.762,Sep
1979-09-25,16.544,5.334,Sep
1979-09-26,7.529,12.954,Sep
1979-09-27,8.185,6.604,Sep
1979-09-28,0.914,2.794,Sep
1979-09-29,0.000,0.000,Sep
1979-09-30,7.943,5.334,Sep
1979-10-01,3.877,4.064,Oct
1979-10-02,5.674,13.970,Oct
1979-10-03,20.479,28.702,Oct
1979-10-04,29.334,39.116,Oct
1979-10-05,12.086,10.160,Oct
1979-10-06,0.266,1.016,Oct
1979-10-07,0.000,0.508,Oct
1979-10-08,24.969,25.654,Oct
1979-10-09,73.602,41.148,Oct
1979-10-10,8.006,6.858,Oct
1979-10-11,22.279,16.002,Oct
1979-10-12,0.371,3.302,Oct
1979-10-13,0.492,7.366,Oct
1979-10-14,0.020,2.794,Oct
1979-10-15,0.002,0.254,Oct
1979-10-16,2.495,1.270,Oct
1979-10-17,6.515,0.254,Oct
1979-10-18,0.000,0.000,Oct
1979-10-19,0.000,0.000,Oct
1979-10-20,0.012,0.000,Oct
1979-10-21,0.035,0.254,Oct
1979-10-22,0.923,0.254,Oct
1979-10-23,13.168,7.366,Oct
1979-10-24,0.494,0.254,Oct
1979-10-25,0.000,0.000,Oct
1979-10-26,4.657,1.270,Oct
1979-10-27,3.439,1.778,Oct
1979-10-28,0.564,0.254,Oct
1979-10-29,4.850,3.556,Oct
1979-10-30,2.438,5.334,Oct
1979-10-31,5.217,8.636,Oct
1979-11-01,0.004,0.000,Nov
1979-11-02,0.000,0.000,Nov
1979-11-03,1.317,0.000,Nov
1979-11-04,0.027,0.000,Nov
1979-11-05,0.000,0.000,Nov
1979-11-06,0.000,0.000,Nov
1979-11-07,0.000,0.000,Nov
1979-11-08,0.026,0.000,Nov
1979-11-09,0.044,1.016,Nov
1979-11-10,0.106,0.254,Nov
1979-11-11,0.281,0.000,Nov
1979-11-12,0.605,0.254,Nov
1979-11-13,28.070,37.084,Nov
1979-11-14,42.981,24.638,Nov
1979-11-15,10.537,6.858,Nov
1979-11-16,5.277,5.588,Nov
1979-11-17,18.642,6.096,Nov
1979-11-18,6.740,1.016,Nov
1979-11-19,25.110,33.782,Nov
1979-11-20,18.511,40.386,Nov
1979-11-21,23.805,32.004,Nov
1979-11-22,1.248,9.398,Nov
1979-11-23,3.524,0.254,Nov
1979-11-24,0.219,0.000,Nov
1979-11-25,2.923,4.572,Nov
1979-11-26,1.559,0.000,Nov
1979-11-27,0.270,0.000,Nov
1979-11-28,0.287,0.000,Nov
1979-11-29,2.700,0.000,Nov
1979-11-30,19.458,9.398,Nov
1979-12-01,1.283,0.254,Dec
1979-12-02,1.023,0.000,Dec
1979-12-03,7.998,5.080,Dec
1979-12-04,11.791,4.572,Dec
1979-12-05,23.177,12.446,Dec
1979-12-06,0.510,1.270,Dec
1979-12-07,9.902,13.462,Dec
1979-12-08,4.041,6.350,Dec
1979-12-09,0.976,2.794,Dec
1979-12-10,21.949,4.064,Dec
1979-12-11,6.956,3.810,Dec
1979-12-12,0.010,0.254,Dec
1979-12-13,0.067,0.254,Dec
1979-12-14,0.000,0.000,Dec
1979-12-15,0.000,0.000,Dec
1979-12-16,4.479,5.842,Dec
1979-12-17,11.550,18.796,Dec
1979-12-18,31.575,7.874,Dec
1979-12-19,16.740,6.604,Dec
1979-12-20,42.965,19.304,Dec
1979-12-21,5.757,4.826,Dec
1979-12-22,8.509,5.334,Dec
1979-12-23,1.059,0.254,Dec
1979-12-24,0.962,0.508,Dec
1979-12-25,18.331,28.194,Dec
1979-12-26,1.909,7.112,Dec
1979-12-27,5.847,7.874,Dec
1979-12-28,16.362,29.972,Dec
1979-12-29,0.027,0.000,Dec
1979-12-30,0.000,0.000,Dec
1979-12-31,0.449,0.254,Dec
1980-01-01,12.985,13.970,Jan
1980-01-02,9.554,5.588,Jan
1980-01-03,6.492,4.318,Jan
1980-01-04,0.031,0.000,Jan
1980-01-05,0.269,0.254,Jan
1980-01-06,0.047,0.254,Jan
1980-01-07,0.001,0.000,Jan
1980-01-08,0.004,0.000,Jan
1980-01-09,1.288,0.000,Jan
1980-01-10,0.000,0.000,Jan
1980-01-11,0.004,0.000,Jan
1980-01-12,0.756,0.254,Jan
1980-01-13,0.225,3.048,Jan
1980-01-14,2.206,3.810,Jan
1980-01-15,3.666,19.812,Jan
1980-01-16,1.131,1.524,Jan
1980-01-17,1.970,0.254,Jan
1980-01-18,0.634,0.254,Jan
1980-01-19,9.320,4.572,Jan
1980-01-20,8.143,2.794,Jan
1980-01-21,11.880,3.810,Jan
1980-01-22,34.848,10.160,Jan
1980-01-23,0.094,2.540,Jan
1980-01-24,0.000,0.254,Jan
1980-01-25,0.000,0.000,Jan
1980-01-26,0.000,0.000,Jan
1980-01-27,0.000,0.000,Jan
1980-01-28,0.012,1.016,Jan
1980-01-29,0.421,0.000,Jan
1980-01-30,4.593,1.016,Jan
1980-01-31,3.992,8.890,Jan
1980-02-01,11.049,6.604,Feb
1980-02-02,17.574,10.922,Feb
1980-02-03,2.947,2.540,Feb
1980-02-04,0.776,0.762,Feb
1980-02-05,1.984,3.302,Feb
1980-02-06,20.735,10.414,Feb
1980-02-07,18.853,8.382,Feb
1980-02-08,0.006,0.000,Feb
1980-02-09,0.000,0.000,Feb
1980-02-10,0.021,0.000,Feb
1980-02-11,0.000,0.000,Feb
1980-02-12,0.000,0.000,Feb
1980-02-13,0.000,0.000,Feb
1980-02-14,0.000,0.000,Feb
1980-02-15,0.000,0.000,Feb
1980-02-16,0.000,0.000,Feb
1980-02-17,0.000,0.000,Feb
1980-02-18,0.247,0.000,Feb
1980-02-19,0.191,0.254,Feb
1980-02-20,2.414,1.778,Feb
1980-02-21,6.585,5.334,Feb
1980-02-22,9.486,7.874,Feb
1980-02-23,0.095,0.254,Feb
1980-02-24,8.824,0.762,Feb
1980-02-25,1.770,0.508,Feb
1980-02-26,3.374,0.254,Feb
1980-02-27,0.069,0.254,Feb
1980-02-28,3.358,0.000,Feb
1980-02-29,40.792,12.700,Feb
1980-03-01,1.002,1.778,Mar
1980-03-02,0.037,0.254,Mar
1980-03-03,0.000,0.000,Mar
1980-03-04,0.000,0.000,Mar
1980-03-05,0.001,0.000,Mar
1980-03-06,0.001,0.254,Mar
1980-03-07,6.034,5.080,Mar
1980-03-08,7.324,6.604,Mar
1980-03-09,0.004,0.000,Mar
1980-03-10,0.071,0.254,Mar
1980-03-11,0.000,0.000,Mar
1980-03-12,0.007,0.000,Mar
1980-03-13,0.004,0.000,Mar
1980-03-14,0.000,0.000,Mar
1980-03-15,3.953,0.254,Mar
1980-03-16,12.751,6.858,Mar
1980-03-17,4.070,4.064,Mar
1980-03-18,8.408,7.112,Mar
1980-03-19,3.746,1.016,Mar
1980-03-20,2.112,2.540,Mar
1980-03-21,17.216,11.684,Mar
1980-03-22,6.128,2.286,Mar
1980-03-23,0.052,0.254,Mar
1980-03-24,0.221,0.000,Mar
1980-03-25,9.005,0.254,Mar
1980-03-26,7.259,4.826,Mar
1980-03-27,5.314,4.572,Mar
1980-03-28,5.749,2.540,Mar
1980-03-29,2.873,0.254,Mar
1980-03-30,13.254,8.128,Mar
1980-03-31,2.092,0.254,Mar
1980-04-01,0.000,0.000,Apr
1980-04-02,0.000,0.000,Apr
1980-04-03,0.000,0.000,Apr
1980-04-04,0.002,0.000,Apr
1980-04-05,0.066,0.000,Apr
1980-04-06,1.178,0.254,Apr
1980-04-07,3.540,1.524,Apr
1980-04-08,0.089,0.000,Apr
1980-04-09,0.003,0.000,Apr
1980-04-10,2.118,2.794,Apr
1980-04-11,29.397,13.970,Apr
1980-04-12,6.944,3.810,Apr
1980-04-13,0.085,0.762,Apr
1980-04-14,6.845,7.366,Apr
1980-04-15,16.261,10.414,Apr
1980-04-16,18.020,16.764,Apr
1980-04-17,9.265,5.080,Apr
1980-04-18,12.280,8.636,Apr
1980-04-19,6.094,2.794,Apr
1980-04-20,10.086,0.762,Apr
1980-04-21,15.383,19.304,Apr
1980-04-22,10.280,11.938,Apr
1980-04-23,4.247,2.794,Apr
1980-04-24,9.902,5.080,Apr
1980-04-25,2.005,0.254,Apr
1980-04-26,5.894,4.064,Apr
1980-04-27,13.045,7.874,Apr
1980-04-28,3.748,0.508,Apr
1980-04-29,4.242,4.572,Apr
1980-04-30,14.422,4.064,Apr
1980-05-01,14.125,19.304,May
1980-05-02,1.720,1.270,May
1980-05-03,0.021,0.254,May
1980-05-04,0.000,0.000,May
1980-05-05,1.103,0.254,May
1980-05-06,2.880,7.874,May
1980-05-07,0.674,0.508,May
1980-05-08,5.698,0.508,May
1980-05-09,0.001,0.000,May
1980-05-10,0.000,0.000,May
1980-05-11,0.000,0.000,May
1980-05-12,0.000,0.000,May
1980-05-13,0.008,0.254,May
1980-05-14,0.083,3.048,May
1980-05-15,0.000,0.000,May
1980-05-16,0.503,1.778,May
1980-05-17,3.250,5.588,May
1980-05-18,0.510,0.508,May
1980-05-19,1.695,0.762,May
1980-05-20,4.204,8.382,May
1980-05-21,1.655,4.826,May
1980-05-22,0.000,0.254,May
1980-05-23,0.003,0.000,May
1980-05-24,0.000,0.000,May
1980-05-25,0.002,0.000,May
1980-05-26,0.000,0.000,May
1980-05-27,0.000,0.000,May
1980-05-28,0.008,0.000,May
1980-05-29,0.138,0.508,May
1980-05-30,13.468,6.858,May
1980-05-31,2.427,2.286,May
1980-06-01,0.001,0.000,Jun
1980-06-02,0.002,0.000,Jun
1980-06-03,0.000,0.000,Jun
1980-06-04,0.000,0.000,Jun
1980-06-05,0.000,0.000,Jun
1980-06-06,0.000,0.000,Jun
1980-06-07,0.000,0.000,Jun
1980-06-08,0.000,0.000,Jun
1980-06-09,0.000,0.000,Jun
1980-06-10,0.000,0.000,Jun
1980-06-11,0.492,0.254,Jun
1980-06-12,16.570,26.670,Jun
1980-06-13,26.854,17.526,Jun
1980-06-14,13.373,10.414,Jun
1980-06-15,13.901,10.160,Jun
1980-06-16,2.379,4.826,Jun
1980-06-17,0.474,2.286,Jun
1980-06-18,0.197,1.778,Jun
1980-06-19,0.000,0.000,Jun
1980-06-20,0.028,0.000,Jun
1980-06-21,6.669,11.938,Jun
1980-06-22,18.075,11.684,Jun
1980-06-23,0.866,0.254,Jun
1980-06-24,0.000,0.000,Jun
1980-06-25,0.000,0.000,Jun
1980-06-26,0.755,0.762,Jun
1980-06-27,0.936,5.842,Jun
1980-06-28,3.358,5.842,Jun
1980-06-29,0.010,0.000,Jun
1980-06-30,0.015,1.016,Jun
1980-07-01,0.949,4.572,Jul
1980-07-02,0.172,0.508,Jul
1980-07-03,0.000,0.000,Jul
1980-07-04,0.000,0.000,Jul
1980-07-05,0.000,0.000,Jul
1980-07-06,3.942,1.016,Jul
1980-07-07,1.911,0.762,Jul
1980-07-08,1.036,4.318,Jul
1980-07-09,0.134,0.000,Jul
1980-07-10,0.000,0.000,Jul
1980-07-11,0.087,1.270,Jul
1980-07-12,3.959,4.064,Jul
1980-07-13,6.285,9.652,Jul
1980-07-14,1.223,4.318,Jul
1980-07-15,0.001,0.254,Jul
1980-07-16,1.598,3.810,Jul
1980-07-17,1.748,1.016,Jul
1980-07-18,2.550,0.762,Jul
1980-07-19,15.173,21.844,Jul
1980-07-20,6.791,14.478,Jul
1980-07-21,0.302,7.620,Jul
1980-07-22,0.722,8.382,Jul
1980-07-23,71.439,17.526,Jul
1980-07-24,0.016,0.762,Jul
1980-07-25,1.849,1.778,Jul
1980-07-26,11.426,1.778,Jul
1980-07-27,0.930,0.762,Jul
1980-07-28,5.110,5.080,Jul
1980-07-29,9.000,2.032,Jul
1980-07-30,36.467,30.988,Jul
1980-07-31,14.697,15.748,Jul
1980-08-01,26.007,12.954,Aug
1980-08-02,0.473,2.540,Aug
1980-08-03,6.125,5.842,Aug
1980-08-04,0.000,0.000,Aug
1980-08-05,0.000,0.000,Aug
1980-08-06,0.000,0.000,Aug
1980-08-07,0.022,5.842,Aug
1980-08-08,3.128,2.794,Aug
1980-08-09,0.511,0.254,Aug
1980-08-10,0.000,0.000,Aug
1980-08-11,0.000,0.000,Aug
1980-08-12,32.227,7.620,Aug
1980-08-13,16.983,21.082,Aug
1980-08-14,0.032,2.540,Aug
1980-08-15,1.531,2.286,Aug
1980-08-16,27.678,34.036,Aug
1980-08-17,19.391,8.382,Aug
1980-08-18,1.944,5.080,Aug
1980-08-19,0.302,7.620,Aug
1980-08-20,1.991,2.032,Aug
1980-08-21,0.035,0.254,Aug
1980-08-22,0.759,0.254,Aug
1980-08-23,10.272,2.794,Aug
1980-08-24,0.002,0.000,Aug
1980-08-25,0.034,0.254,Aug
1980-08-26,0.000,0.000,Aug
1980-08-27,0.000,0.000,Aug
1980-08-28,12.179,10.160,Aug
1980-08-29,0.398,0.508,Aug
1980-08-30,1.528,0.000,Aug
1980-08-31,1.818,7.874,Aug
1980-09-01,3.669,4.318,Sep
1980-09-02,0.071,9.652,Sep
1980-09-03,16.114,19.050,Sep
1980-09-04,0.065,0.508,Sep
1980-09-05,14.273,9.906,Sep
1980-09-06,0.010,1.524,Sep
1980-09-07,6.206,4.572,Sep
1980-09-08,33.078,22.606,Sep
1980-09-09,3.363,3.302,Sep
1980-09-10,0.002,0.000,Sep
1980-09-11,0.001,0.000,Sep
1980-09-12,0.000,0.000,Sep
1980-09-13,1.237,0.508,Sep
1980-09-14,0.001,0.254,Sep
1980-09-15,0.779,6.604,Sep
1980-09-16,5.555,6.096,Sep
1980-09-17,2.909,2.032,Sep
1980-09-18,2.325,1.016,Sep
1980-09-19,0.249,0.000,Sep
1980-09-20,0.000,0.000,Sep
1980-09-21,6.640,12.954,Sep
1980-09-22,8.369,26.162,Sep
1980-09-23,0.272,6.604,Sep
1980-09-24,61.251,23.876,Sep
1980-09-25,0.222,0.000,Sep
1980-09-26,0.214,0.254,Sep
1980-09-27,8.070,8.890,Sep
1980-09-28,7.212,9.398,Sep
1980-09-29,5.952,7.112,Sep
1980-09-30,10.278,14.224,Sep
1980-10-01,24.818,29.972,Oct
1980-10-02,34.346,24.384,Oct
1980-10-03,17.880,8.636,Oct
1980-10-04,5.908,6.350,Oct
1980-10-05,36.771,35.052,Oct
1980-10-06,20.265,9.652,Oct
1980-10-07,10.685,15.240,Oct
1980-10-08,19.798,18.542,Oct
1980-10-09,19.470,5.334,Oct
1980-10-10,0.388,0.254,Oct
1980-10-11,9.420,5.334,Oct
1980-10-12,0.122,0.254,Oct
1980-10-13,0.000,0.000,Oct
1980-10-14,0.002,0.000,Oct
1980-10-15,46.223,21.082,Oct
1980-10-16,57.120,41.656,Oct
1980-10-17,26.677,16.002,Oct
1980-10-18,15.616,11.430,Oct
1980-10-19,0.023,3.556,Oct
1980-10-20,10.051,8.890,Oct
1980-10-21,0.059,2.032,Oct
1980-10-22,0.077,0.000,Oct
1980-10-23,0.690,0.254,Oct
1980-10-24,2.938,3.556,Oct
1980-10-25,7.524,4.826,Oct
1980-10-26,0.027,0.762,Oct
1980-10-27,9.983,2.540,Oct
1980-10-28,15.397,7.620,Oct
1980-10-29,0.002,0.000,Oct
1980-10-30,0.539,0.254,Oct
1980-10-31,13.880,3.302,Oct
1980-11-01,27.986,17.018,Nov
1980-11-02,1.250,3.556,Nov
1980-11-03,4.177,2.794,Nov
1980-11-04,4.565,0.762,Nov
1980-11-05,3.876,4.318,Nov
1980-11-06,1.625,7.366,Nov
1980-11-07,8.642,5.588,Nov
1980-11-08,4.431,2.794,Nov
1980-11-09,5.802,1.016,Nov
1980-11-10,0.428,0.000,Nov
1980-11-11,0.874,0.254,Nov
1980-11-12,15.145,8.636,Nov
1980-11-13,9.898,4.572,Nov
1980-11-14,9.757,2.540,Nov
1980-11-15,12.350,19.050,Nov
1980-11-16,11.310,9.652,Nov
1980-11-17,4.792,1.270,Nov
1980-11-18,10.607,6.350,Nov
1980-11-19,1.197,1.524,Nov
1980-11-20,10.082,16.002,Nov
1980-11-21,0.864,0.762,Nov
1980-11-22,7.917,0.508,Nov
1980-11-23,9.013,2.540,Nov
1980-11-24,36.602,21.082,Nov
1980-11-25,11.265,5.842,Nov
1980-11-26,21.718,13.462,Nov
1980-11-27,20.182,21.082,Nov
1980-11-28,0.001,0.254,Nov
1980-11-29,0.004,0.000,Nov
1980-11-30,0.000,0.000,Nov
1980-12-01,0.000,0.000,Dec
1980-12-02,0.000,0.000,Dec
1980-12-03,0.000,0.000,Dec
1980-12-04,0.000,0.000,Dec
1980-12-05,0.000,0.254,Dec
1980-12-06,0.562,1.016,Dec
1980-12-07,13.764,7.112,Dec
1980-12-08,7.717,2.032,Dec
1980-12-09,1.986,0.254,Dec
1980-12-10,4.060,2.794,Dec
1980-12-11,1.634,1.778,Dec
1980-12-12,7.131,2.032,Dec
1980-12-13,13.056,7.366,Dec
1980-12-14,8.834,3.556,Dec
1980-12-15,0.178,0.762,Dec
1980-12-16,6.480,0.762,Dec
1980-12-17,2.630,0.762,Dec
1980-12-18,0.000,0.000,Dec
1980-12-19,0.001,0.000,Dec
1980-12-20,0.000,0.000,Dec
1980-12-21,0.001,0.000,Dec
